Name,Color
Contig_100_214.352,Purple
Contig_101_48.0229,Purple
Contig_102_59.3907,Purple
Contig_103_1071.74,Purple
Contig_104_50.9513,Purple
Contig_105_805.657,Purple
Contig_106_288.114,Purple
Contig_107_64.626,Purple
Contig_108_58.9068,Purple
Contig_109_130.719,Purple
Contig_10_49.1362,Purple
Contig_110_56.4456,Purple
Contig_111_238.789,Purple
Contig_112_64.0057,Purple
Contig_113_140.835,Purple
Contig_114_80.3812,Purple
Contig_115_67.0008,Purple
Contig_116_92.7857,Purple
Contig_117_131.239,Purple
Contig_118_248.536,Purple
Contig_119_51.7394,Purple
Contig_11_51.2676,Purple
Contig_120_61.6814,Purple
Contig_121_62.1072,Purple
Contig_122_197.7,Purple
Contig_123_124.444,Purple
Contig_124_95.0219,Purple
Contig_125_55.8676,Purple
Contig_126_224.791,Purple
Contig_127_58.8288,Purple
Contig_128_60.2517,Purple
Contig_129_205.513,Purple
Contig_12_117.024,Purple
Contig_130_62.3647,Purple
Contig_131_402.568,Purple
Contig_132_141.545,Purple
Contig_133_278.573,Purple
Contig_134_146.938,Purple
Contig_135_178.344,Purple
Contig_136_68.6386,Purple
Contig_137_59.6845,Purple
Contig_138_82.976,Purple
Contig_139_127.224,Purple
Contig_13_143.809,Purple
Contig_140_48.0769,Purple
Contig_141_430.032,Purple
Contig_142_194.117,Purple
Contig_143_215.159,Purple
Contig_144_95.4663,Purple
Contig_145_121.134,Purple
Contig_146_84.465,Purple
Contig_147_153.11,Purple
Contig_148_1040.51,Purple
Contig_149_194.318,Purple
Contig_14_54.3928,Purple
Contig_150_71.6368,Purple
Contig_151_59.4144,Purple
Contig_152_142.737,Purple
Contig_153_80.3126,Purple
Contig_154_55.6493,Purple
Contig_155_73.354,Purple
Contig_156_1228.88,Purple
Contig_157_170.987,Purple
Contig_158_87.9979,Purple
Contig_159_113.806,Purple
Contig_15_216.315,Purple
Contig_160_74.1674,Purple
Contig_161_167.472,Purple
Contig_162_148.41,Purple
Contig_163_137.739,Purple
Contig_164_193.313,Purple
Contig_165_69.3637,Purple
Contig_166_79.3394,Purple
Contig_167_147.797,Purple
Contig_168_72.9519,Purple
Contig_169_62.2974,Purple
Contig_16_63.7194,Purple
Contig_170_145.972,Purple
Contig_171_58.5541,Purple
Contig_172_520.301,Purple
Contig_173_74.9942,Purple
Contig_174_139.606,Purple
Contig_175_146.4,Purple
Contig_176_61.3111,Purple
Contig_177_89.3637,Purple
Contig_178_52.1995,Purple
Contig_179_287.028,Purple
Contig_17_59.5459,Purple
Contig_180_54.3705,Purple
Contig_181_112.49,Purple
Contig_182_59.1202,Purple
Contig_183_116.944,Purple
Contig_184_66.047,Purple
Contig_185_182.773,Purple
Contig_186_108.947,Purple
Contig_187_54.8107,Purple
Contig_188_65.9498,Purple
Contig_189_52.3112,Purple
Contig_18_63.7766,Purple
Contig_190_59.1578,Purple
Contig_191_64.5247,Purple
Contig_192_52.0094,Purple
Contig_193_269.054,Purple
Contig_194_1026.41,Purple
Contig_195_52.2362,Purple
Contig_196_145.456,Purple
Contig_197_105.037,Purple
Contig_198_71.5374,Purple
Contig_199_55.9729,Purple
Contig_19_180.544,Purple
Contig_1_1023.45_Circ,Purple
Contig_200_49.4461,Purple
Contig_201_63.1977,Purple
Contig_202_56.2835,Purple
Contig_203_223.88,Purple
Contig_204_147.961,Purple
Contig_205_610.747,Purple
Contig_206_53.2021,Purple
Contig_207_78.72,Purple
Contig_208_229.354,Purple
Contig_209_58.2175,Purple
Contig_20_523.412,Purple
Contig_210_66.5871,Purple
Contig_211_94.8029,Purple
Contig_212_55.8105,Purple
Contig_213_84.2888,Purple
Contig_214_64.6701,Purple
Contig_215_56.8387,Purple
Contig_216_1235.07,Purple
Contig_217_128.514,Purple
Contig_218_61.3555,Purple
Contig_219_80.1637,Purple
Contig_21_936.446,Purple
Contig_220_48.6564,Purple
Contig_221_47.3856,Purple
Contig_222_69.1148,Purple
Contig_223_60.0351,Purple
Contig_224_188.671,Purple
Contig_225_54.9371,Purple
Contig_226_82.4112,Purple
Contig_227_104.843,Purple
Contig_228_49.549,Purple
Contig_229_58.6486,Purple
Contig_22_69.8577,Purple
Contig_230_72.8332,Purple
Contig_231_60.8266,Purple
Contig_232_538.466,Purple
Contig_233_78.9308,Purple
Contig_234_51.0819,Purple
Contig_235_57.2302,Purple
Contig_236_80.1898,Purple
Contig_237_49.9667,Purple
Contig_238_52.2121,Purple
Contig_239_56.1048,Purple
Contig_23_60.1754,Purple
Contig_240_772.996,Purple
Contig_241_76.0716,Purple
Contig_242_60.5006,Purple
Contig_243_108.697,Purple
Contig_244_123.261,Purple
Contig_245_63.4357,Purple
Contig_246_63.0173,Purple
Contig_247_50.3295,Purple
Contig_248_51.1602,Purple
Contig_249_61.7382,Purple
Contig_24_86.1469,Purple
Contig_250_57.0411,Purple
Contig_251_60.3397,Purple
Contig_25_149.328,Purple
Contig_26_57.8367,Purple
Contig_27_60.8647,Purple
Contig_28_61.5451,Purple
Contig_29_121.634,Purple
Contig_2_913.713_Circ,Purple
Contig_30_61.6911,Purple
Contig_31_107.318,Purple
Contig_32_60.1977,Purple
Contig_33_142.997,Purple
Contig_34_355.916,Purple
Contig_35_49.0793,Purple
Contig_36_138.235,Purple
Contig_37_148.684,Purple
Contig_38_56.2768,Purple
Contig_39_65.0297,Purple
Contig_3_1186.07_Circ,Purple
Contig_40_61.0869,Purple
Contig_41_108.809,Purple
Contig_42_463.051,Purple
Contig_43_66.5456,Purple
Contig_44_72.7877,Purple
Contig_45_94.1984,Purple
Contig_46_63.4464,Purple
Contig_47_56.6185,Purple
Contig_48_70.7625,Purple
Contig_49_55.9171,Purple
Contig_4_65.0254,Purple
Contig_50_56.0661,Purple
Contig_51_140.813,Purple
Contig_52_462.456,Purple
Contig_53_87.5031,Purple
Contig_54_640.928,Purple
Contig_55_218.479,Purple
Contig_56_100.205,Purple
Contig_57_91.6867,Purple
Contig_58_77.0018,Purple
Contig_59_344.159,Purple
Contig_5_63.688,Purple
Contig_60_223.178,Purple
Contig_61_1018.28,Purple
Contig_62_494.946,Purple
Contig_63_58.8269,Purple
Contig_64_87.9032,Purple
Contig_65_749.972,Purple
Contig_66_85.0766,Purple
Contig_67_192.872,Purple
Contig_68_48.5216,Purple
Contig_69_50.6606,Purple
Contig_6_62.4008,Purple
Contig_70_64.4262,Purple
Contig_71_52.4519,Purple
Contig_72_79.9803,Purple
Contig_73_1610.99,Purple
Contig_74_172.418,Purple
Contig_75_146.821,Purple
Contig_76_54.8145,Purple
Contig_77_50.3081,Purple
Contig_78_152.384,Purple
Contig_79_222.772,Purple
Contig_7_86.8644,Purple
Contig_80_58.0776,Purple
Contig_81_226.302,Purple
Contig_82_249.122,Purple
Contig_83_86.43,Purple
Contig_84_114.425,Purple
Contig_85_54.0952,Purple
Contig_86_81.5782,Purple
Contig_87_63.2817,Purple
Contig_88_145.934,Purple
Contig_89_85.3583,Purple
Contig_8_77.6455,Purple
Contig_90_51.1207,Purple
Contig_91_102.275,Purple
Contig_92_135.514,Purple
Contig_93_136.747,Purple
Contig_94_165.474,Purple
Contig_95_56.7882,Purple
Contig_96_78.8391,Purple
Contig_97_274.592,Purple
Contig_98_433.705,Purple
Contig_99_80.8637,Purple
Contig_9_57.1653,Purple
Contig_101_48.0229:5p:1:2,Lime Green
Contig_101_48.0229:5p:1:3,Lime Green
Contig_101_48.0229:5p:1:7,Lime Green
Contig_101_48.0229:5p:1:8,Lime Green
Contig_101_48.0229:5p:1:10,Lime Green
Contig_101_48.0229:5p:1:17,Lime Green
Contig_101_48.0229:5p:1:20,Lime Green
Contig_101_48.0229:5p:1:21,Lime Green
Contig_101_48.0229:5p:1:24,Lime Green
Contig_101_48.0229:5p:1:25,Lime Green
Contig_103_1071.74:5p:1:19,Lime Green
Contig_103_1071.74:5p:1:20,Lime Green
Contig_103_1071.74:5p:1:21,Lime Green
Contig_103_1071.74:5p:1:23,Lime Green
Contig_103_1071.74:5p:1:24,Lime Green
