Name,Color
Contig_100_133.989,Purple
Contig_101_51.8157,Purple
Contig_102_206.853,Purple
Contig_103_357.807,Purple
Contig_104_48.6983,Purple
Contig_105_52.0107,Purple
Contig_106_545.738,Purple
Contig_107_108.594,Purple
Contig_108_392.826,Purple
Contig_109_70.8275,Purple
Contig_10_501.087,Purple
Contig_110_101.501,Purple
Contig_111_85.5277,Purple
Contig_112_303.257,Purple
Contig_113_4247.66,Purple
Contig_114_4457.53,Purple
Contig_115_63.3384,Purple
Contig_116_58.1432,Purple
Contig_117_518.359,Purple
Contig_118_124.309,Purple
Contig_119_201.379,Purple
Contig_11_1387.28,Purple
Contig_120_109.029,Purple
Contig_121_270.588,Purple
Contig_122_127.746,Purple
Contig_123_263.409,Purple
Contig_124_65.9136,Purple
Contig_125_51.4907,Purple
Contig_126_297.866,Purple
Contig_127_70.159,Purple
Contig_128_265.374,Purple
Contig_129_60.6968,Purple
Contig_12_64.4876,Purple
Contig_130_329.058,Purple
Contig_131_76.8406,Purple
Contig_132_271.33,Purple
Contig_133_579.033,Purple
Contig_134_104.663,Purple
Contig_135_150.086,Purple
Contig_136_2711.75,Purple
Contig_137_99.1619,Purple
Contig_138_75.7953,Purple
Contig_139_313.51,Purple
Contig_13_57.7983,Purple
Contig_140_79.0689,Purple
Contig_141_61.1884,Purple
Contig_142_76.0159,Purple
Contig_143_158.602,Purple
Contig_144_155.909,Purple
Contig_145_140.336,Purple
Contig_146_104.37,Purple
Contig_147_72.5173,Purple
Contig_148_47.5017,Purple
Contig_149_80.2077,Purple
Contig_14_48.2317,Purple
Contig_150_259.578,Purple
Contig_151_1628.87,Purple
Contig_152_134.034,Purple
Contig_153_69.1664,Purple
Contig_154_150.189,Purple
Contig_155_503.406,Purple
Contig_156_61.8616,Purple
Contig_157_77.3681,Purple
Contig_158_131.81,Purple
Contig_159_100.676,Purple
Contig_15_115.804,Purple
Contig_160_226.991,Purple
Contig_161_72.6605,Purple
Contig_162_178.107,Purple
Contig_163_50.9078,Purple
Contig_164_49.5189,Purple
Contig_165_71.4688,Purple
Contig_166_100.802,Purple
Contig_167_108.052,Purple
Contig_168_77.6634,Purple
Contig_169_137.289,Purple
Contig_16_47.3954,Purple
Contig_170_53.0442,Purple
Contig_171_122.182,Purple
Contig_172_754.531,Purple
Contig_173_63.9147,Purple
Contig_174_394.206,Purple
Contig_175_538.387,Purple
Contig_176_235.813,Purple
Contig_177_45.7046,Purple
Contig_178_64.7498,Purple
Contig_179_61.6319,Purple
Contig_17_49.9755,Purple
Contig_180_47.382,Purple
Contig_181_427.834,Purple
Contig_182_139.589,Purple
Contig_183_112.468,Purple
Contig_184_68.1774,Purple
Contig_185_154.21,Purple
Contig_186_228.936,Purple
Contig_187_116.448,Purple
Contig_188_4820.65,Purple
Contig_189_70.8588,Purple
Contig_18_57.455,Purple
Contig_190_167.293,Purple
Contig_191_2721.49,Purple
Contig_192_66.8356,Purple
Contig_193_47.5673,Purple
Contig_194_108.916,Purple
Contig_195_54.2899,Purple
Contig_196_61.4353,Purple
Contig_197_57.0599,Purple
Contig_198_67.2929,Purple
Contig_199_54.025,Purple
Contig_19_187.234,Purple
Contig_1_4571.09_Circ,Purple
Contig_200_195.289,Purple
Contig_201_69.5878,Purple
Contig_202_51.0489,Purple
Contig_203_163.33,Purple
Contig_204_164.368,Purple
Contig_205_51.1849,Purple
Contig_206_229.117,Purple
Contig_207_169.603,Purple
Contig_208_137.53,Purple
Contig_209_96.6524,Purple
Contig_20_133.12,Purple
Contig_210_116.851,Purple
Contig_211_103.58,Purple
Contig_212_76.0465,Purple
Contig_213_439.14,Purple
Contig_214_130.279,Purple
Contig_215_149.671,Purple
Contig_216_676.816,Purple
Contig_217_608.54,Purple
Contig_218_72.5378,Purple
