Name,Color
Contig_10_584.203,Purple
Contig_11_74.2045,Purple
Contig_12_66.3938,Purple
Contig_13_557.215,Purple
Contig_14_47.0134,Purple
Contig_15_114.651,Purple
Contig_16_71.8052,Purple
Contig_17_71.76,Purple
Contig_18_77.6568,Purple
Contig_19_70.0825,Purple
Contig_1_143.413,Purple
Contig_20_81.1972,Purple
Contig_21_79.7596,Purple
Contig_22_77.0737,Purple
Contig_23_65.4104,Purple
Contig_24_79.9464,Purple
Contig_25_69.428,Purple
Contig_26_63.0699,Purple
Contig_27_78.9416,Purple
Contig_28_66.4676,Purple
Contig_29_63.8459,Purple
Contig_2_161.951,Purple
Contig_30_92.4834,Purple
Contig_31_100.607,Purple
Contig_32_86.0372,Purple
Contig_33_409.201,Purple
Contig_34_148.491,Purple
Contig_35_74.853,Purple
Contig_36_155.164,Purple
Contig_37_106.87,Purple
Contig_38_133.211,Purple
Contig_39_74.3729,Purple
Contig_3_138.645,Purple
Contig_40_120.223,Purple
Contig_41_59.2526,Purple
Contig_42_62.286,Purple
Contig_43_73.4152,Purple
Contig_44_72.5453,Purple
Contig_45_62.4955,Purple
Contig_46_48.1857,Purple
Contig_47_76.6668,Purple
Contig_48_114.594,Purple
Contig_49_66.0423,Purple
Contig_4_75.6549,Purple
Contig_50_158.733,Purple
Contig_51_102.704,Purple
Contig_52_201.74,Purple
Contig_53_85.9599,Purple
Contig_54_65.7453,Purple
Contig_55_599.349,Purple
Contig_56_89.2247,Purple
Contig_57_62.4581,Purple
Contig_58_69.3608,Purple
Contig_5_83.4951,Purple
Contig_6_111.082,Purple
Contig_7_173.762,Purple
Contig_8_113.542,Purple
Contig_9_475.173,Purple
Contig_10_584.203:3p:1:2,Lime Green
Contig_10_584.203:3p:1:4,Lime Green
Contig_10_584.203:3p:1:5,Lime Green
Contig_10_584.203:3p:1:6,Lime Green
Contig_10_584.203:3p:1:7,Lime Green
Contig_10_584.203:3p:1:8,Lime Green
Contig_10_584.203:3p:1:11,Lime Green
Contig_10_584.203:3p:1:13,Lime Green
Contig_10_584.203:3p:1:14,Lime Green
Contig_10_584.203:3p:1:15,Lime Green
Contig_10_584.203:3p:1:16,Lime Green
Contig_10_584.203:3p:1:17,Lime Green
Contig_10_584.203:3p:1:18,Lime Green
Contig_10_584.203:3p:1:19,Lime Green
Contig_10_584.203:3p:1:20,Lime Green
Contig_10_584.203:5p:1:2,Lime Green
Contig_10_584.203:5p:1:4,Lime Green
Contig_10_584.203:5p:1:5,Lime Green
Contig_10_584.203:5p:1:6,Lime Green
Contig_10_584.203:5p:1:7,Lime Green
Contig_10_584.203:5p:1:8,Lime Green
Contig_10_584.203:5p:1:9,Lime Green
Contig_11_74.2045:5p:1:5,Lime Green
Contig_11_74.2045:5p:1:7,Lime Green
Contig_11_74.2045:5p:1:10,Lime Green
Contig_11_74.2045:5p:1:12,Lime Green
Contig_11_74.2045:5p:1:13,Lime Green
Contig_11_74.2045:5p:1:14,Lime Green
Contig_14_47.0134:3p:1:2,Lime Green
Contig_14_47.0134:3p:1:5,Lime Green
Contig_14_47.0134:3p:1:6,Lime Green
Contig_14_47.0134:3p:1:7,Lime Green
Contig_14_47.0134:3p:1:9,Lime Green
Contig_14_47.0134:3p:1:10,Lime Green
Contig_14_47.0134:3p:1:11,Lime Green
Contig_14_47.0134:3p:1:13,Lime Green
Contig_14_47.0134:3p:1:14,Lime Green
Contig_14_47.0134:3p:1:17,Lime Green
Contig_14_47.0134:3p:1:18,Lime Green
Contig_17_71.76:3p:1:4,Lime Green
Contig_17_71.76:3p:1:5,Lime Green
Contig_17_71.76:3p:1:7,Lime Green
Contig_17_71.76:3p:1:8,Lime Green
Contig_17_71.76:3p:1:10,Lime Green
Contig_17_71.76:3p:1:12,Lime Green
Contig_17_71.76:3p:1:14,Lime Green
Contig_17_71.76:3p:1:15,Lime Green
Contig_17_71.76:3p:1:16,Lime Green
Contig_17_71.76:3p:1:19,Lime Green
Contig_17_71.76:3p:1:20,Lime Green
Contig_17_71.76:3p:1:21,Lime Green
Contig_26_63.0699:5p:1:3,Lime Green
Contig_26_63.0699:5p:1:4,Lime Green
Contig_29_63.8459:5p:1:4,Lime Green
Contig_29_63.8459:5p:1:5,Lime Green
Contig_29_63.8459:5p:1:6,Lime Green
Contig_29_63.8459:5p:1:7,Lime Green
Contig_29_63.8459:5p:1:10,Lime Green
Contig_29_63.8459:5p:1:11,Lime Green
Contig_29_63.8459:5p:1:12,Lime Green
Contig_29_63.8459:5p:1:15,Lime Green
