Name,Color
Contig_100_99.6401,Purple
Contig_101_181.626,Purple
Contig_102_277.562,Purple
Contig_103_138.938,Purple
Contig_104_94.6912,Purple
Contig_105_119.856,Purple
Contig_106_88.7697,Purple
Contig_107_87.552,Purple
Contig_108_131.564,Purple
Contig_109_124.345,Purple
Contig_10_106.509,Purple
Contig_110_105.823,Purple
Contig_111_76.0441,Purple
Contig_112_90.0028,Purple
Contig_113_81.8409,Purple
Contig_114_663.147,Purple
Contig_115_99.0929,Purple
Contig_116_109.906,Purple
Contig_117_94.621,Purple
Contig_118_124.542,Purple
Contig_119_114.977,Purple
Contig_11_1361.15,Purple
Contig_120_95.4948,Purple
Contig_121_145.065,Purple
Contig_122_93.8781,Purple
Contig_123_83.4365,Purple
Contig_124_110.872,Purple
Contig_125_103.961,Purple
Contig_126_82.9685,Purple
Contig_127_107.328,Purple
Contig_128_104.537,Purple
Contig_129_94.2177,Purple
Contig_12_86.3387,Purple
Contig_130_265.132,Purple
Contig_131_94.5683,Purple
Contig_132_52.852,Purple
Contig_133_942.555,Purple
Contig_134_98.7785,Purple
Contig_135_119.202,Purple
Contig_136_91.6798,Purple
Contig_137_276.253,Purple
Contig_138_106.219,Purple
Contig_139_89.5583,Purple
Contig_13_240.821,Purple
Contig_140_195.213,Purple
Contig_141_82.0072,Purple
Contig_142_86.011,Purple
Contig_143_89.2107,Purple
Contig_144_88.5702,Purple
Contig_145_111.421,Purple
Contig_146_103.251,Purple
Contig_147_105.425,Purple
Contig_14_483.899,Purple
Contig_15_108.277,Purple
Contig_16_119.888,Purple
Contig_17_101.152,Purple
Contig_18_53.2747,Purple
Contig_19_91.0511,Purple
Contig_1_1734.79_Circ,Purple
Contig_20_112.131,Purple
Contig_21_113.011,Purple
Contig_22_113.424,Purple
Contig_23_91.733,Purple
Contig_24_125.314,Purple
Contig_25_95.5595,Purple
Contig_26_119.096,Purple
Contig_27_95.1145,Purple
Contig_28_83.8148,Purple
Contig_29_183.781,Purple
Contig_2_110.674,Purple
Contig_30_111.048,Purple
Contig_31_1127.43,Purple
Contig_32_107.979,Purple
Contig_33_396.182,Purple
Contig_34_532.696,Purple
Contig_35_1818.93,Purple
Contig_36_87.6389,Purple
Contig_37_96.9426,Purple
Contig_38_287.883,Purple
Contig_39_92.9421,Purple
Contig_3_94.2488,Purple
Contig_40_86.6102,Purple
Contig_41_111.835,Purple
Contig_42_1615.18,Purple
Contig_43_75.9988,Purple
Contig_44_284.737,Purple
Contig_45_100.121,Purple
Contig_46_1085.62,Purple
Contig_47_111.142,Purple
Contig_48_126.944,Purple
Contig_49_84.2045,Purple
Contig_4_78.6125,Purple
Contig_50_88.7673,Purple
Contig_51_86.115,Purple
Contig_52_85.3937,Purple
Contig_53_101.553,Purple
Contig_54_104.272,Purple
Contig_55_239.324,Purple
Contig_56_256.006,Purple
Contig_57_858.809,Purple
Contig_58_220.484,Purple
Contig_59_527.412,Purple
Contig_5_177.424,Purple
Contig_60_785.06,Purple
Contig_61_318.081,Purple
Contig_62_119.979,Purple
Contig_63_89.672,Purple
Contig_64_97.8401,Purple
Contig_65_96.1958,Purple
Contig_66_98.795,Purple
Contig_67_116.193,Purple
Contig_68_110.649,Purple
Contig_69_132.481,Purple
Contig_6_102.734,Purple
Contig_70_234.273,Purple
Contig_71_76.9145,Purple
Contig_72_86.2853,Purple
Contig_73_115.876,Purple
Contig_74_94.1947,Purple
Contig_75_87.6892,Purple
Contig_76_100.157,Purple
Contig_77_103.725,Purple
Contig_78_107.83,Purple
Contig_79_116.296,Purple
Contig_7_92.8737,Purple
Contig_80_92.8338,Purple
Contig_81_747.287,Purple
Contig_82_270.12,Purple
Contig_83_105.188,Purple
Contig_84_100.342,Purple
Contig_85_249.723,Purple
Contig_86_125.202,Purple
Contig_87_377.902,Purple
Contig_88_119.775,Purple
Contig_89_73.0106,Purple
Contig_8_177.34,Purple
Contig_90_80.61,Purple
Contig_91_204.286,Purple
Contig_92_196.028,Purple
Contig_93_90.6771,Purple
Contig_94_109.771,Purple
Contig_95_113.904,Purple
Contig_96_571.867,Purple
Contig_97_85.4718,Purple
Contig_98_120.02,Purple
Contig_99_917.096,Purple
Contig_9_95.3305,Purple
Contig_100_99.6401:5p:1:8,Lime Green
Contig_100_99.6401:5p:1:12,Lime Green
Contig_100_99.6401:5p:1:15,Lime Green
Contig_100_99.6401:5p:1:16,Lime Green
Contig_100_99.6401:5p:1:17,Lime Green
Contig_100_99.6401:5p:1:21,Lime Green
Contig_100_99.6401:5p:1:22,Lime Green
Contig_100_99.6401:5p:1:23,Lime Green
Contig_100_99.6401:5p:1:24,Lime Green
Contig_100_99.6401:5p:1:25,Lime Green
Contig_100_99.6401:5p:1:26,Lime Green
Contig_100_99.6401:5p:1:27,Lime Green
Contig_100_99.6401:5p:1:28,Lime Green
Contig_100_99.6401:5p:1:29,Lime Green
Contig_109_124.345:3p:1:2,Lime Green
Contig_109_124.345:3p:1:3,Lime Green
Contig_109_124.345:3p:1:4,Lime Green
Contig_109_124.345:3p:1:7,Lime Green
Contig_109_124.345:3p:1:9,Lime Green
Contig_109_124.345:3p:1:11,Lime Green
Contig_109_124.345:5p:1:8,Lime Green
Contig_109_124.345:5p:1:9,Lime Green
Contig_109_124.345:5p:1:12,Lime Green
Contig_109_124.345:5p:1:13,Lime Green
Contig_109_124.345:5p:1:14,Lime Green
Contig_109_124.345:5p:1:15,Lime Green
Contig_109_124.345:5p:1:16,Lime Green
Contig_109_124.345:5p:1:17,Lime Green
Contig_109_124.345:5p:1:18,Lime Green
Contig_109_124.345:5p:1:20,Lime Green
Contig_109_124.345:5p:1:21,Lime Green
Contig_109_124.345:5p:1:23,Lime Green
Contig_109_124.345:5p:1:24,Lime Green
Contig_109_124.345:5p:1:25,Lime Green
Contig_109_124.345:5p:1:26,Lime Green
Contig_112_90.0028:3p:1:5,Lime Green
Contig_112_90.0028:3p:1:6,Lime Green
Contig_112_90.0028:3p:1:9,Lime Green
Contig_112_90.0028:3p:1:11,Lime Green
Contig_112_90.0028:3p:1:12,Lime Green
Contig_112_90.0028:3p:1:13,Lime Green
Contig_112_90.0028:3p:1:15,Lime Green
Contig_112_90.0028:3p:1:18,Lime Green
Contig_112_90.0028:3p:1:22,Lime Green
Contig_112_90.0028:3p:1:23,Lime Green
Contig_112_90.0028:3p:1:24,Lime Green
Contig_113_81.8409:5p:1:4,Lime Green
Contig_113_81.8409:5p:1:8,Lime Green
Contig_113_81.8409:5p:1:9,Lime Green
Contig_113_81.8409:5p:1:10,Lime Green
Contig_113_81.8409:5p:1:11,Lime Green
Contig_113_81.8409:5p:1:12,Lime Green
Contig_114_663.147:3p:1:6,Lime Green
Contig_114_663.147:3p:1:9,Lime Green
Contig_114_663.147:3p:1:10,Lime Green
Contig_114_663.147:5p:1:6,Lime Green
Contig_114_663.147:5p:1:8,Lime Green
Contig_114_663.147:5p:1:9,Lime Green
Contig_114_663.147:5p:1:11,Lime Green
Contig_117_94.621:5p:1:2,Lime Green
Contig_117_94.621:5p:1:3,Lime Green
Contig_117_94.621:5p:1:4,Lime Green
Contig_117_94.621:5p:1:5,Lime Green
Contig_117_94.621:5p:1:6,Lime Green
Contig_117_94.621:5p:1:8,Lime Green
Contig_117_94.621:5p:1:10,Lime Green
Contig_117_94.621:5p:1:12,Lime Green
Contig_117_94.621:5p:1:14,Lime Green
Contig_117_94.621:5p:1:15,Lime Green
Contig_117_94.621:5p:1:16,Lime Green
Contig_117_94.621:5p:1:17,Lime Green
Contig_117_94.621:5p:1:18,Lime Green
Contig_117_94.621:5p:1:20,Lime Green
Contig_117_94.621:5p:1:21,Lime Green
Contig_117_94.621:5p:1:22,Lime Green
Contig_118_124.542:5p:1:2,Lime Green
Contig_118_124.542:5p:1:4,Lime Green
Contig_118_124.542:5p:1:8,Lime Green
Contig_118_124.542:5p:1:10,Lime Green
Contig_118_124.542:5p:1:12,Lime Green
Contig_118_124.542:5p:1:13,Lime Green
Contig_118_124.542:5p:1:15,Lime Green
Contig_118_124.542:5p:1:16,Lime Green
Contig_118_124.542:5p:1:17,Lime Green
Contig_11_1361.15:3p:1:10,Lime Green
Contig_11_1361.15:3p:1:14,Lime Green
Contig_11_1361.15:3p:1:15,Lime Green
Contig_11_1361.15:3p:1:18,Lime Green
Contig_11_1361.15:3p:1:27,Lime Green
Contig_11_1361.15:3p:1:28,Lime Green
Contig_11_1361.15:3p:1:29,Lime Green
Contig_11_1361.15:3p:1:30,Lime Green
Contig_11_1361.15:3p:1:32,Lime Green
Contig_11_1361.15:3p:1:33,Lime Green
Contig_11_1361.15:3p:1:35,Lime Green
Contig_11_1361.15:3p:1:36,Lime Green
Contig_11_1361.15:3p:1:37,Lime Green
Contig_11_1361.15:3p:1:38,Lime Green
Contig_11_1361.15:3p:1:39,Lime Green
Contig_11_1361.15:3p:1:41,Lime Green
Contig_11_1361.15:3p:1:45,Lime Green
Contig_11_1361.15:3p:1:51,Lime Green
Contig_11_1361.15:3p:1:52,Lime Green
Contig_11_1361.15:3p:1:53,Lime Green
Contig_11_1361.15:3p:1:59,Lime Green
Contig_11_1361.15:3p:1:60,Lime Green
Contig_11_1361.15:3p:1:61,Lime Green
Contig_11_1361.15:3p:1:62,Lime Green
Contig_11_1361.15:3p:1:63,Lime Green
Contig_11_1361.15:3p:1:64,Lime Green
Contig_11_1361.15:3p:1:65,Lime Green
Contig_11_1361.15:3p:1:68,Lime Green
Contig_125_103.961:3p:1:4,Lime Green
Contig_125_103.961:3p:1:5,Lime Green
Contig_125_103.961:3p:1:6,Lime Green
Contig_125_103.961:3p:1:7,Lime Green
Contig_13_240.821:3p:1:3,Lime Green
Contig_13_240.821:3p:1:4,Lime Green
Contig_145_111.421:5p:1:4,Lime Green
Contig_26_119.096:3p:1:1,Lime Green
Contig_26_119.096:3p:1:2,Lime Green
Contig_26_119.096:3p:1:4,Lime Green
Contig_26_119.096:3p:1:5,Lime Green
Contig_26_119.096:3p:1:6,Lime Green
Contig_26_119.096:3p:1:8,Lime Green
Contig_26_119.096:3p:1:9,Lime Green
Contig_26_119.096:3p:1:10,Lime Green
