Name,Color
Contig_100_32.8974,Purple
Contig_101_42.5768,Purple
Contig_102_18.8317,Purple
Contig_103_26.9619,Purple
Contig_104_24.248,Purple
Contig_105_42.3571,Purple
Contig_106_22.2489,Purple
Contig_107_22.3292,Purple
Contig_108_32.2209,Purple
Contig_109_32.4211,Purple
Contig_10_21.696,Purple
Contig_110_23.9513,Purple
Contig_111_23.2742,Purple
Contig_112_25.4712,Purple
Contig_113_22.5348,Purple
Contig_114_22.9937,Purple
Contig_115_18.56,Purple
Contig_116_22.1007,Purple
Contig_117_26.3885,Purple
Contig_118_24.5743,Purple
Contig_119_87.6452,Purple
Contig_11_94.142,Purple
Contig_120_23.5154,Purple
Contig_121_76.4806,Purple
Contig_122_245.878,Purple
Contig_123_26.0092,Purple
Contig_124_25.3901,Purple
Contig_125_25.0129,Purple
Contig_126_22.8056,Purple
Contig_127_19.8508,Purple
Contig_128_30.5079,Purple
Contig_129_172.653,Purple
Contig_12_23.9625,Purple
Contig_130_25.877,Purple
Contig_131_46.7429,Purple
Contig_132_100.236,Purple
Contig_133_48.5543,Purple
Contig_134_102.701,Purple
Contig_135_17.4725,Purple
Contig_136_19.0371,Purple
Contig_137_19.9974,Purple
Contig_138_89.5796,Purple
Contig_139_23.4273,Purple
Contig_13_19.4971,Purple
Contig_140_29.1058,Purple
Contig_141_89.3865,Purple
Contig_142_25.4245,Purple
Contig_143_120.013,Purple
Contig_144_22.7549,Purple
Contig_145_19.819,Purple
Contig_146_25.0781,Purple
Contig_147_24.8756,Purple
Contig_148_20.1267,Purple
Contig_149_22.3706,Purple
Contig_14_23.5802,Purple
Contig_150_29.0016,Purple
Contig_151_21.9871,Purple
Contig_152_24.3338,Purple
Contig_153_198.131,Purple
Contig_154_25.1276,Purple
Contig_155_28.7753,Purple
Contig_156_48.6467,Purple
Contig_157_26.6649,Purple
Contig_158_22.0488,Purple
Contig_159_29.8816,Purple
Contig_15_21.5025,Purple
Contig_160_23.8137,Purple
Contig_161_128.714,Purple
Contig_162_289.311,Purple
Contig_163_72.4227,Purple
Contig_164_24.0731,Purple
Contig_165_59.6667,Purple
Contig_166_27.9972,Purple
Contig_167_21.6073,Purple
Contig_168_125.419,Purple
Contig_169_24.3398,Purple
Contig_16_23.3366,Purple
Contig_170_27.6447,Purple
Contig_171_144.827,Purple
Contig_172_22.9191,Purple
Contig_173_24.0187,Purple
Contig_174_23.8002,Purple
Contig_175_25.7219,Purple
Contig_176_102.928,Purple
Contig_177_18.3533,Purple
Contig_178_19.4784,Purple
Contig_179_25.7926,Purple
Contig_17_21.6203,Purple
Contig_180_142.757,Purple
Contig_181_25.9895,Purple
Contig_182_72.3445,Purple
Contig_183_19.7415,Purple
Contig_184_24.1691,Purple
Contig_185_30.5418,Purple
Contig_186_22.7491,Purple
Contig_187_22.1438,Purple
Contig_188_23.2368,Purple
Contig_189_125.526,Purple
Contig_18_25.443,Purple
Contig_190_25.7588,Purple
Contig_191_20.207,Purple
Contig_192_34.2477,Purple
Contig_193_22.2073,Purple
Contig_194_23.4142,Purple
Contig_195_27.6824,Purple
Contig_196_33.3971,Purple
Contig_197_35.3296,Purple
Contig_198_43.0314,Purple
Contig_199_20.2863,Purple
Contig_19_93.2432,Purple
Contig_1_197.415_Circ,Purple
Contig_200_46.0159,Purple
Contig_201_618.692,Purple
Contig_202_17.2695,Purple
Contig_203_24.3389,Purple
Contig_204_25.6335,Purple
Contig_205_21.6655,Purple
Contig_206_18.0818,Purple
Contig_207_22.2375,Purple
Contig_208_20.1789,Purple
Contig_209_621.075,Purple
Contig_20_77.3097,Purple
Contig_210_48.4294,Purple
Contig_211_35.4268,Purple
Contig_212_22.2491,Purple
Contig_213_27.4734,Purple
Contig_214_24.8671,Purple
Contig_215_27.4924,Purple
Contig_216_27.4418,Purple
Contig_217_40.2137,Purple
Contig_218_21.4081,Purple
Contig_219_19.4576,Purple
Contig_21_29.8446,Purple
Contig_220_44.8444,Purple
Contig_221_25.1249,Purple
Contig_222_31.6541,Purple
Contig_223_26.9568,Purple
Contig_224_22.4985,Purple
Contig_225_18.4771,Purple
Contig_226_29.2411,Purple
Contig_227_20.3039,Purple
Contig_228_22.2697,Purple
Contig_229_24.4874,Purple
Contig_22_24.2253,Purple
Contig_230_24.2358,Purple
Contig_231_24.7422,Purple
Contig_232_27.3863,Purple
Contig_233_22.2672,Purple
Contig_23_20.9574,Purple
Contig_24_25.4591,Purple
Contig_25_87.3865,Purple
Contig_26_19.8703,Purple
Contig_27_23.1444,Purple
Contig_28_79.7885,Purple
Contig_29_20.979,Purple
Contig_2_179.707_Circ,Purple
Contig_30_26.8529,Purple
Contig_31_19.9337,Purple
Contig_32_23.3731,Purple
Contig_33_24.1537,Purple
Contig_34_22.8604,Purple
Contig_35_21.3802,Purple
Contig_36_23.3527,Purple
Contig_37_125.775,Purple
Contig_38_243.715,Purple
Contig_39_357.681,Purple
Contig_3_25.0451,Purple
Contig_40_403.192,Purple
Contig_41_25.7278,Purple
Contig_42_24.5303,Purple
Contig_43_18.5602,Purple
Contig_44_28.4949,Purple
Contig_45_25.1117,Purple
Contig_46_27.5003,Purple
Contig_47_25.8827,Purple
Contig_48_38.7626,Purple
Contig_49_88.0927,Purple
Contig_4_27.2228,Purple
Contig_50_22.1827,Purple
