Name,Color
Contig_100_55.3087,Purple
Contig_101_51.8764,Purple
Contig_102_56.4632,Purple
Contig_103_63.2605,Purple
Contig_104_94.1447,Purple
Contig_105_33.2573,Purple
Contig_106_21.3486,Purple
Contig_107_31.4195,Purple
Contig_108_44.9032,Purple
Contig_109_50.1747,Purple
Contig_10_35.2012,Purple
Contig_110_41.001,Purple
Contig_111_44.726,Purple
Contig_112_55.453,Purple
Contig_113_209.017,Purple
Contig_114_195.426,Purple
Contig_115_47.786,Purple
Contig_116_46.6715,Purple
Contig_117_37.7404,Purple
Contig_118_44.3558,Purple
Contig_119_44.0011,Purple
Contig_11_53.2637,Purple
Contig_120_31.9551,Purple
Contig_121_28.2527,Purple
Contig_122_167.306,Purple
Contig_123_37.3651,Purple
Contig_124_51.963,Purple
Contig_125_94.7135,Purple
Contig_126_39.1985,Purple
Contig_127_69.2378,Purple
Contig_128_33.9882,Purple
Contig_129_479.793,Purple
Contig_12_766.436,Purple
Contig_130_268.365,Purple
Contig_131_309.785,Purple
Contig_132_88.2116,Purple
Contig_133_28.3178,Purple
Contig_134_59.9645,Purple
Contig_135_53.0026,Purple
Contig_136_57.6211,Purple
Contig_137_39.8388,Purple
Contig_138_146.389,Purple
Contig_139_53.4372,Purple
Contig_13_136.629,Purple
Contig_140_56.3124,Purple
Contig_141_126.157,Purple
Contig_142_39.28,Purple
Contig_143_58.7432,Purple
Contig_144_129.281,Purple
Contig_145_23.8564,Purple
Contig_146_36.68,Purple
Contig_147_41.9067,Purple
Contig_148_48.21,Purple
Contig_149_42.3424,Purple
Contig_14_40.7572,Purple
Contig_150_55.9472,Purple
Contig_151_39.4318,Purple
Contig_152_268.397,Purple
Contig_153_35.7256,Purple
Contig_154_44.9862,Purple
Contig_155_41.5481,Purple
Contig_156_51.2267,Purple
Contig_157_32.8985,Purple
Contig_158_93.9024,Purple
Contig_159_155.465,Purple
Contig_15_121.212,Purple
Contig_160_25.2377,Purple
Contig_161_19.536,Purple
Contig_162_51.5938,Purple
Contig_163_29.2978,Purple
Contig_164_43.3254,Purple
Contig_165_24.0266,Purple
Contig_166_24.2602,Purple
Contig_167_119.237,Purple
Contig_168_37.6629,Purple
Contig_169_48.1208,Purple
Contig_16_145.965,Purple
Contig_170_51.2818,Purple
Contig_171_47.2006,Purple
Contig_172_35.8454,Purple
Contig_173_46.9384,Purple
Contig_174_30.2873,Purple
Contig_175_51.7192,Purple
Contig_176_39.5936,Purple
Contig_177_55.2993,Purple
Contig_178_45.4704,Purple
Contig_179_151.718,Purple
Contig_17_81.8069,Purple
Contig_180_942.861,Purple
Contig_181_113.715,Purple
Contig_182_270.786,Purple
Contig_183_45.9564,Purple
Contig_184_21.0909,Purple
Contig_185_55.1004,Purple
Contig_186_125.318,Purple
Contig_187_27.6594,Purple
Contig_188_34.7609,Purple
Contig_189_24.4312,Purple
Contig_18_48.6498,Purple
Contig_190_35.8998,Purple
Contig_191_41.6178,Purple
Contig_192_547.679,Purple
Contig_193_43.891,Purple
Contig_194_40.0204,Purple
Contig_195_94.773,Purple
Contig_196_32.1382,Purple
Contig_197_31.617,Purple
