Name,Color
Contig_100_54.2322,Purple
Contig_101_556.046,Purple
Contig_102_111.527,Purple
Contig_103_172.272,Purple
Contig_104_56.3899,Purple
Contig_105_47.614,Purple
Contig_106_54.6232,Purple
Contig_107_46.1478,Purple
Contig_108_1110.78,Purple
Contig_109_78.8217,Purple
Contig_10_61.7981,Purple
Contig_110_131.472,Purple
Contig_111_66.0797,Purple
Contig_112_50.9741,Purple
Contig_113_55.5137,Purple
Contig_114_70.9295,Purple
Contig_115_46.9516,Purple
Contig_116_126.041,Purple
Contig_117_72.4706,Purple
Contig_118_503.275,Purple
Contig_119_147.533,Purple
Contig_11_52.9801,Purple
Contig_120_72.8425,Purple
Contig_121_60.8339,Purple
Contig_122_72.0695,Purple
Contig_123_110.62,Purple
Contig_124_87.229,Purple
Contig_125_65.5897,Purple
Contig_126_55.5354,Purple
Contig_127_64.8206,Purple
Contig_128_152.8,Purple
Contig_129_177.501,Purple
Contig_12_51.1109,Purple
Contig_130_68.785,Purple
Contig_131_54.6201,Purple
Contig_132_108.733,Purple
Contig_133_55.7125,Purple
Contig_134_211.589,Purple
Contig_135_80.2068,Purple
Contig_136_88.6829,Purple
Contig_137_54.6311,Purple
Contig_138_433.118,Purple
Contig_139_57.2602,Purple
Contig_13_898.154,Purple
Contig_140_111.645,Purple
Contig_141_139.202,Purple
Contig_142_65.4773,Purple
Contig_143_67.24,Purple
Contig_144_107.855,Purple
Contig_145_368.896,Purple
Contig_146_50.5817,Purple
Contig_147_148.733,Purple
Contig_148_53.5584,Purple
Contig_149_59.4826,Purple
Contig_14_65.8883,Purple
Contig_150_132.51,Purple
Contig_151_65.5642,Purple
Contig_152_402.119,Purple
Contig_153_57.9875,Purple
Contig_154_70.2158,Purple
Contig_155_134.749,Purple
Contig_156_500.849,Purple
Contig_157_44.8988,Purple
Contig_158_57.7654,Purple
Contig_159_70.7047,Purple
Contig_15_51.5729,Purple
Contig_160_186.53,Purple
Contig_161_208.321,Purple
Contig_162_113.378,Purple
Contig_163_285.073,Purple
Contig_164_68.2932,Purple
Contig_165_399.963,Purple
Contig_166_367.947,Purple
Contig_167_94.3656,Purple
Contig_168_58.1159,Purple
Contig_169_57.4238,Purple
Contig_16_65.463,Purple
Contig_170_351.761,Purple
Contig_171_71.8375,Purple
Contig_172_59.58,Purple
Contig_173_60.0327,Purple
Contig_174_54.811,Purple
Contig_175_61.9936,Purple
Contig_176_58.1933,Purple
Contig_177_49.5718,Purple
Contig_178_52.7329,Purple
Contig_179_48.7306,Purple
Contig_17_154.459,Purple
Contig_180_52.4032,Purple
Contig_181_49.7092,Purple
Contig_182_48.8883,Purple
Contig_183_49.1634,Purple
Contig_184_63.7506,Purple
Contig_185_52.2558,Purple
Contig_18_58.833,Purple
Contig_19_56.0294,Purple
Contig_1_2623.84_Circ,Purple
Contig_20_453.156,Purple
Contig_21_52.4547,Purple
Contig_22_65.0885,Purple
Contig_23_347.87,Purple
Contig_24_122.903,Purple
Contig_25_51.3638,Purple
Contig_26_75.4548,Purple
Contig_27_114.387,Purple
Contig_28_132.997,Purple
Contig_29_77.7778,Purple
Contig_2_1204.19_Circ,Purple
Contig_30_53.2438,Purple
Contig_31_58.9515,Purple
Contig_32_54.4971,Purple
Contig_33_120.541,Purple
Contig_34_454.696,Purple
Contig_35_118.18,Purple
Contig_36_61.5413,Purple
Contig_37_565.925,Purple
Contig_38_95.9155,Purple
Contig_39_46.654,Purple
Contig_3_36.2239,Purple
Contig_40_400.105,Purple
Contig_41_1480.44,Purple
Contig_42_45.1011,Purple
Contig_43_62.3944,Purple
Contig_44_53.6454,Purple
Contig_45_66.2408,Purple
Contig_46_76.9399,Purple
Contig_47_477.385,Purple
Contig_48_83.4865,Purple
Contig_49_186.218,Purple
Contig_4_62.9815,Purple
Contig_50_74.6551,Purple
Contig_51_53.7085,Purple
Contig_52_63.6701,Purple
Contig_53_53.093,Purple
Contig_54_61.5344,Purple
Contig_55_72.4445,Purple
Contig_56_86.8343,Purple
Contig_57_61.9299,Purple
Contig_58_67.3884,Purple
Contig_59_82.9483,Purple
Contig_5_54.9603,Purple
Contig_60_64.871,Purple
Contig_61_76.4936,Purple
Contig_62_197.512,Purple
Contig_63_132.594,Purple
Contig_64_77.2231,Purple
Contig_65_128.791,Purple
Contig_66_54.8554,Purple
Contig_67_166.167,Purple
Contig_68_703.77,Purple
Contig_69_494.028,Purple
Contig_6_67.445,Purple
Contig_70_51.3889,Purple
Contig_71_50.3575,Purple
Contig_72_53.9255,Purple
Contig_73_84.0895,Purple
Contig_74_368.146,Purple
Contig_75_53.1856,Purple
Contig_76_56.8468,Purple
Contig_77_446.646,Purple
Contig_78_543.449,Purple
Contig_79_48.7435,Purple
Contig_7_49.6763,Purple
Contig_80_165.268,Purple
Contig_81_763.448,Purple
Contig_82_47.765,Purple
Contig_83_72.0495,Purple
Contig_84_62.3565,Purple
Contig_85_79.6676,Purple
Contig_86_49.3192,Purple
Contig_87_51.2569,Purple
Contig_88_144.431,Purple
Contig_89_63.1099,Purple
Contig_8_58.4784,Purple
Contig_90_259.681,Purple
Contig_91_62.7297,Purple
Contig_92_57.6803,Purple
Contig_93_115.536,Purple
Contig_94_400.062,Purple
Contig_95_136.823,Purple
Contig_96_324.022,Purple
Contig_97_55.9342,Purple
Contig_98_172.016,Purple
Contig_99_50.2985,Purple
Contig_9_677.855,Purple
Contig_103_172.272:3p:1:2,Lime Green
Contig_103_172.272:3p:1:6,Lime Green
Contig_103_172.272:3p:1:7,Lime Green
Contig_103_172.272:3p:1:9,Lime Green
Contig_103_172.272:3p:1:10,Lime Green
Contig_103_172.272:3p:1:12,Lime Green
Contig_103_172.272:3p:1:13,Lime Green
Contig_103_172.272:3p:1:14,Lime Green
Contig_103_172.272:3p:1:15,Lime Green
Contig_103_172.272:3p:1:17,Lime Green
Contig_103_172.272:3p:1:18,Lime Green
Contig_103_172.272:3p:1:19,Lime Green
Contig_103_172.272:5p:1:4,Lime Green
Contig_103_172.272:5p:1:5,Lime Green
Contig_103_172.272:5p:1:6,Lime Green
Contig_108_1110.78:5p:1:6,Lime Green
Contig_108_1110.78:5p:1:9,Lime Green
Contig_108_1110.78:5p:1:10,Lime Green
Contig_108_1110.78:5p:1:11,Lime Green
Contig_108_1110.78:5p:1:17,Lime Green
Contig_108_1110.78:5p:1:18,Lime Green
Contig_108_1110.78:5p:1:19,Lime Green
Contig_108_1110.78:5p:1:20,Lime Green
Contig_10_61.7981:3p:1:10,Lime Green
Contig_10_61.7981:3p:1:11,Lime Green
Contig_10_61.7981:3p:1:15,Lime Green
Contig_10_61.7981:3p:1:16,Lime Green
Contig_10_61.7981:3p:1:17,Lime Green
Contig_10_61.7981:3p:1:21,Lime Green
Contig_10_61.7981:3p:1:22,Lime Green
Contig_10_61.7981:3p:1:25,Lime Green
Contig_10_61.7981:3p:1:27,Lime Green
Contig_10_61.7981:3p:1:31,Lime Green
