Name,Color
Contig_100_64.744,Purple
Contig_101_73.0758,Purple
Contig_102_74.2854,Purple
Contig_103_72.6685,Purple
Contig_104_605.942,Purple
Contig_105_119.743,Purple
Contig_106_59.7108,Purple
Contig_107_65.0686,Purple
Contig_108_56.359,Purple
Contig_109_68.8042,Purple
Contig_10_153.934,Purple
Contig_110_75.8042,Purple
Contig_111_75.4053,Purple
Contig_112_76.6386,Purple
Contig_113_4871.61,Purple
Contig_114_3359.55,Purple
Contig_115_63.5653,Purple
Contig_116_78.9142,Purple
Contig_117_115.975,Purple
Contig_118_102.513,Purple
Contig_119_63.7798,Purple
Contig_11_92.2372,Purple
Contig_120_55.838,Purple
Contig_121_77.5122,Purple
Contig_122_59.9916,Purple
Contig_123_68.9245,Purple
Contig_124_71.441,Purple
Contig_125_82.6548,Purple
Contig_126_86.6209,Purple
Contig_127_69.6946,Purple
Contig_128_135.908,Purple
Contig_129_69.3878,Purple
Contig_12_69.0727,Purple
Contig_130_514.583,Purple
Contig_131_62.9936,Purple
Contig_132_60.7189,Purple
Contig_133_68.5951,Purple
Contig_134_66.5005,Purple
Contig_135_81.4714,Purple
Contig_13_60.4691,Purple
Contig_14_64.1568,Purple
Contig_15_67.6798,Purple
Contig_16_82.0371,Purple
Contig_17_142.464,Purple
Contig_18_70.96,Purple
Contig_19_99.0702,Purple
Contig_1_3966.03_Circ,Purple
Contig_20_118.317,Purple
Contig_21_89.4431,Purple
Contig_22_61.033,Purple
Contig_23_183.384,Purple
Contig_24_64.416,Purple
Contig_25_400.521,Purple
Contig_26_68.4859,Purple
Contig_27_594.416,Purple
Contig_28_73.0056,Purple
Contig_29_457.81,Purple
Contig_2_5945.25_Circ,Purple
Contig_30_336.177,Purple
Contig_31_139.915,Purple
Contig_32_64.2868,Purple
Contig_33_70.3346,Purple
Contig_34_572.884,Purple
Contig_35_74.4865,Purple
Contig_36_75.7518,Purple
Contig_37_84.6389,Purple
Contig_38_551.118,Purple
Contig_39_69.34,Purple
Contig_3_80.4159,Purple
Contig_40_63.3655,Purple
Contig_41_71.692,Purple
Contig_42_79.0246,Purple
Contig_43_66.804,Purple
Contig_44_60.7155,Purple
Contig_45_574.982,Purple
Contig_46_69.638,Purple
Contig_47_775.598,Purple
Contig_48_59.8373,Purple
Contig_49_237.54,Purple
Contig_4_72.7556,Purple
Contig_50_596.266,Purple
Contig_51_238.815,Purple
Contig_52_142.599,Purple
Contig_53_349.786,Purple
Contig_54_681.195,Purple
Contig_55_58.7615,Purple
Contig_56_71.7041,Purple
Contig_57_67.8856,Purple
Contig_58_66.8987,Purple
Contig_59_71.7809,Purple
Contig_5_62.7917,Purple
Contig_60_63.3493,Purple
Contig_61_78.074,Purple
Contig_62_67.7008,Purple
Contig_63_67.2321,Purple
Contig_64_7377.26,Purple
Contig_65_200.681,Purple
Contig_66_57.1034,Purple
Contig_67_57.3788,Purple
Contig_68_76.8554,Purple
Contig_69_67.4526,Purple
Contig_6_66.4507,Purple
Contig_70_94.2017,Purple
Contig_71_129.725,Purple
Contig_72_69.1548,Purple
Contig_73_84.8253,Purple
Contig_74_68.885,Purple
Contig_75_134.47,Purple
Contig_76_138.483,Purple
Contig_77_66.9283,Purple
Contig_78_66.3636,Purple
Contig_79_66.9932,Purple
Contig_7_56.6583,Purple
Contig_80_67.9767,Purple
Contig_81_148.493,Purple
Contig_82_80.5285,Purple
Contig_83_73.3632,Purple
Contig_84_355.151,Purple
Contig_85_75.4581,Purple
Contig_86_69.1118,Purple
Contig_87_286.126,Purple
Contig_88_52.744,Purple
Contig_89_62.9519,Purple
Contig_8_109.503_Circ,Purple
Contig_90_70.0289,Purple
Contig_91_895.599,Purple
Contig_92_77.3649,Purple
Contig_93_70.0078,Purple
Contig_94_66.3324,Purple
Contig_95_62.1208,Purple
Contig_96_80.2452,Purple
Contig_97_82.3998,Purple
Contig_98_65.0524,Purple
Contig_99_70.3163,Purple
Contig_9_64.7463,Purple
Contig_104_605.942:3p:1:6,Lime Green
Contig_104_605.942:3p:1:8,Lime Green
Contig_104_605.942:3p:1:11,Lime Green
Contig_104_605.942:3p:1:12,Lime Green
Contig_104_605.942:5p:1:6,Lime Green
Contig_104_605.942:5p:1:8,Lime Green
Contig_104_605.942:5p:1:9,Lime Green
Contig_104_605.942:5p:1:11,Lime Green
Contig_104_605.942:5p:1:13,Lime Green
Contig_109_68.8042:5p:1:2,Lime Green
Contig_109_68.8042:5p:1:4,Lime Green
Contig_109_68.8042:5p:1:5,Lime Green
Contig_109_68.8042:5p:1:7,Lime Green
Contig_109_68.8042:5p:1:8,Lime Green
Contig_109_68.8042:5p:1:9,Lime Green
Contig_109_68.8042:5p:1:12,Lime Green
Contig_109_68.8042:5p:1:13,Lime Green
Contig_109_68.8042:5p:1:14,Lime Green
Contig_109_68.8042:5p:1:15,Lime Green
Contig_111_75.4053:3p:1:8,Lime Green
Contig_111_75.4053:3p:1:10,Lime Green
Contig_111_75.4053:3p:1:11,Lime Green
Contig_111_75.4053:3p:1:15,Lime Green
Contig_111_75.4053:3p:1:18,Lime Green
Contig_111_75.4053:3p:1:20,Lime Green
Contig_111_75.4053:3p:1:23,Lime Green
Contig_111_75.4053:3p:1:24,Lime Green
